Spectrum Name:	
449	220
450	215
451	228
452	173
453	167
454	183
455	139
456	109
457	114
458	109
459	104
460	89
461	80
462	81
463	64
464	66
465	47
466	47
467	51
468	37
469	34
470	32
471	30
472	34
473	22
474	20
475	18
476	18
477	19
478	13
479	14
480	14
481	11
482	12
483	14
484	9
485	10
486	6
487	10
488	8
489	7
490	8
491	11
492	8
493	8
494	6
495	8
496	9
497	7
498	5
499	7
500	7
501	9
502	8
503	6
504	8
505	10
506	7
507	11
508	6
509	5
510	3
511	2
512	8
513	11
514	6
515	2
516	6
517	3
518	1
519	4
520	7
521	5
522	5
523	5
524	3
525	7
526	6
527	6
528	2
529	2
530	4
531	5
532	8
533	7
534	7
535	8
536	8
537	8
538	3
539	8
540	6
541	4
542	4
543	8
544	6
545	5
546	11
547	6
548	6
549	6
550	4
551	4
552	6
553	6
554	8
555	6
556	8
557	7
558	6
559	7
560	6
561	2
562	4
563	9
564	11
565	5
566	5
567	4
568	9
569	4
570	9
571	6
572	4
573	6
574	6
575	3
576	3
577	3
578	5
579	3
580	6
581	8
582	2
583	9
584	3
585	4
586	1
587	6
588	4
589	3
590	2
591	7
592	4
593	3
594	3
595	3
596	3
597	5
598	7
599	5
600	6
601	6
602	6
603	5
604	5
605	5
606	4
607	5
608	7
609	6
610	8
611	3
612	3
613	5
614	6
615	3
616	4
617	5
618	3
619	7
620	4
621	2
622	4
623	4
624	4
625	2
626	5
627	2
628	5
629	4
630	2
631	3
632	3
633	3
634	5
635	7
636	5
637	2
638	4
639	6
640	3
641	2
642	3
643	3
644	3
645	3
646	4
647	5
648	1
649	4
650	3
651	3
652	4
653	5
654	1
655	2
656	7
657	4
658	2
659	5
660	4
661	6
662	1
663	5
664	6
665	4
666	3
667	3
668	7
669	0
670	5
671	1
672	4
673	2
674	3
675	2
676	5
677	5
678	6
679	4
680	2
681	5
682	3
683	0
684	4
685	2
686	3
687	3
688	4
689	1
690	4
691	5
692	3
693	3
694	3
695	6
696	1
697	2
698	8
699	6
700	7
701	4
702	0
703	4
704	7
705	3
706	2
707	2
708	1
709	8
710	8
711	4
712	4
713	6
714	2
715	3
716	5
717	5
718	3
719	2
720	6
721	4
722	2
723	4
724	2
725	0
726	3
727	2
728	3
729	5
730	1
731	2
732	2
733	4
734	4
735	2
736	3
737	7
738	4
739	1
740	6
741	4
742	8
743	2
744	2
745	1
746	3
747	6
748	2
749	3
750	0
751	5
752	6
753	4
754	7
755	3
756	5
757	2
758	2
759	9
760	3
761	3
762	3
763	5
764	3
765	3
766	2
767	4
768	2
769	6
770	2
771	2
772	3
773	4
774	4
775	2
776	1
777	2
778	6
779	4
780	2
781	3
782	6
783	4
784	1
785	0
786	2
787	1
788	1
789	3
790	1
791	0
792	4
793	3
794	0
795	1
796	2
797	4
798	4
799	1
800	3
801	4
802	2
803	1
804	1
805	1
806	2
807	2
808	3
809	0
810	2
811	4
812	3
813	2
814	1
815	1
816	0
817	5
818	5
819	3
820	6
821	3
822	3
823	2
824	2
825	3
826	1
827	2
828	2
829	3
830	2
831	2
832	4
833	6
834	1
835	0
836	3
837	1
838	4
839	1
840	2
841	2
842	2
843	5
844	3
845	4
846	4
847	4
848	2
849	2
850	0
851	1
852	4
853	1
854	3
855	2
856	2
857	1
858	1
859	1
860	0
861	3
862	2
863	4
864	2
865	2
866	7
867	4
868	2
869	0
870	5
871	1
872	0
873	1
874	1
875	5
876	0
877	2
878	1
879	1
880	2
881	1
882	1
883	2
884	3
885	4
886	2
887	2
888	0
889	0
890	2
891	2
892	1
893	4
894	2
895	0
896	2
897	1
898	2
899	4
900	4
901	3
902	0
903	4
904	6
905	0
906	0
907	8
908	4
909	2
910	0
911	2
912	2
913	1
914	2
915	0
916	2
917	1
918	1
919	0
920	1
921	0
922	1
923	2
924	1
925	2
926	1
927	3
928	1
929	1
930	2
931	1
932	2
933	0
934	3
935	2
936	1
937	1
938	1
939	2
940	2
941	1
942	1
943	3
944	3
945	1
946	1
947	2
948	1
949	2
950	2
951	1
952	3
953	0
954	1
955	2
956	1
957	3
958	3
959	0
960	2
961	1
962	2
963	0
964	0
965	3
966	0
967	2
968	3
969	1
970	1
971	2
972	1
973	2
974	0
975	2
976	1
977	5
978	2
979	2
980	1
981	2
982	4
983	3
984	2
985	1
986	2
987	0
988	1
989	2
990	0
991	2
992	2
993	0
994	3
995	1
996	1
997	0
998	0
999	0
1000	2
1001	0
1002	1
1003	1
1004	1
1005	1
1006	1
1007	1
1008	0
1009	0
1010	2
1011	2
1012	2
1013	0
1014	3
1015	1
1016	1
1017	0
1018	3
1019	1
1020	0
1021	0
1022	1
1023	1
