Spectrum Name:	
448	8
449	7
450	9
451	12
452	10
453	11
454	16
455	6
456	11
457	10
458	13
459	5
460	14
461	10
462	15
463	14
464	12
465	9
466	10
467	13
468	4
469	10
470	8
471	9
472	9
473	9
474	13
475	9
476	9
477	8
478	11
479	9
480	12
481	6
482	14
483	9
484	13
485	9
486	8
487	8
488	8
489	13
490	5
491	15
492	13
493	7
494	8
495	14
496	13
497	6
498	14
499	6
500	13
501	11
502	8
503	11
504	17
505	6
506	11
507	12
508	11
509	9
510	12
511	9
512	16
513	10
514	10
515	7
516	3
517	8
518	13
519	10
520	8
521	9
522	11
523	9
524	8
525	6
526	9
527	7
528	7
529	9
530	6
531	14
532	0
533	7
534	11
535	10
536	15
537	7
538	7
539	10
540	11
541	8
542	4
543	17
544	11
545	10
546	10
547	7
548	7
549	5
550	7
551	15
552	10
553	7
554	13
555	9
556	14
557	17
558	4
559	10
560	3
561	11
562	10
563	7
564	8
565	4
566	10
567	7
568	8
569	4
570	4
571	7
572	8
573	10
574	10
575	13
576	11
577	15
578	11
579	11
580	8
581	7
582	9
583	7
584	4
585	10
586	6
587	7
588	9
589	5
590	11
591	4
592	6
593	5
594	12
595	5
596	5
597	3
598	4
599	8
600	17
601	5
602	8
603	6
604	8
605	10
606	8
607	8
608	10
609	5
610	5
611	6
612	10
613	7
614	6
615	9
616	6
617	8
618	3
619	7
620	5
621	4
622	7
623	1
624	7
625	4
626	3
627	10
628	9
629	7
630	10
631	11
632	6
633	3
634	11
635	8
636	7
637	4
638	7
639	7
640	9
641	4
642	5
643	8
644	8
645	4
646	6
647	6
648	10
649	4
650	7
651	8
652	7
653	2
654	5
655	10
656	4
657	6
658	4
659	9
660	6
661	5
662	4
663	7
664	4
665	6
666	3
667	1
668	9
669	2
670	3
671	5
672	9
673	6
674	2
675	4
676	5
677	3
678	4
679	5
680	3
681	6
682	3
683	6
684	5
685	7
686	7
687	7
688	2
689	8
690	4
691	4
692	9
693	6
694	7
695	4
696	2
697	4
698	5
699	7
700	10
701	4
702	8
703	4
704	9
705	5
706	3
707	2
708	1
709	5
710	5
711	8
712	7
713	5
714	8
715	3
716	5
717	2
718	3
719	4
720	8
721	10
722	6
723	5
724	6
725	3
726	8
727	1
728	8
729	7
730	4
731	6
732	2
733	8
734	4
735	5
736	7
737	4
738	6
739	3
740	5
741	2
742	4
743	5
744	6
745	4
746	7
747	9
748	5
749	4
750	7
751	2
752	2
753	1
754	5
755	6
756	1
757	2
758	7
759	5
760	3
761	4
762	8
763	4
764	5
765	4
766	5
767	3
768	2
769	3
770	7
771	4
772	4
773	4
774	5
775	2
776	5
777	5
778	3
779	5
780	5
781	5
782	5
783	3
784	5
785	5
786	10
787	3
788	3
789	7
790	8
791	7
792	5
793	9
794	9
795	4
796	3
797	5
798	5
799	2
800	0
801	2
802	2
803	5
804	2
805	5
806	5
807	4
808	1
809	5
810	5
811	4
812	3
813	5
814	5
815	6
816	5
817	1
818	3
819	1
820	3
821	3
822	3
823	9
824	7
825	2
826	8
827	4
828	2
829	4
830	9
831	2
832	4
833	3
834	5
835	6
836	3
837	5
838	4
839	5
840	8
841	3
842	2
843	5
844	4
845	3
846	4
847	6
848	2
849	4
850	3
851	5
852	2
853	5
854	1
855	1
856	1
857	6
858	3
859	10
860	1
861	3
862	6
863	4
864	2
865	6
866	3
867	4
868	4
869	2
870	5
871	4
872	3
873	3
874	0
875	2
876	5
877	4
878	2
879	2
880	3
881	3
882	3
883	7
884	3
885	4
886	1
887	3
888	2
889	5
890	4
891	5
892	6
893	3
894	3
895	4
896	4
897	7
898	1
899	3
900	5
901	3
902	4
903	3
904	5
905	0
906	1
907	6
908	0
909	1
910	2
911	3
912	1
913	5
914	1
915	1
916	2
917	2
918	2
919	2
920	1
921	1
922	3
923	1
924	2
925	1
926	0
927	2
928	0
929	0
930	6
931	4
932	4
933	2
934	3
935	1
936	2
937	1
938	1
939	5
940	3
941	4
942	2
943	5
944	2
945	1
946	3
947	0
948	1
949	3
950	0
951	1
952	3
953	3
954	2
955	3
956	0
957	2
958	1
959	1
960	0
961	4
962	1
963	0
964	0
965	6
966	2
967	0
968	4
969	2
970	4
971	3
972	2
973	3
974	1
975	0
976	5
977	1
978	3
979	1
980	5
981	0
982	1
983	3
984	2
985	3
986	1
987	2
988	1
989	3
990	1
991	1
992	3
993	0
994	1
995	2
996	1
997	2
998	3
999	3
1000	1
1001	3
1002	0
1003	1
1004	1
1005	3
1006	0
1007	3
1008	3
1009	1
1010	0
1011	2
1012	0
1013	1
1014	1
1015	1
1016	2
1017	1
1018	1
1019	2
1020	5
1021	5
1022	7
1023	7
