Spectrum Name:	
449	137
450	143
451	143
452	126
453	123
454	118
455	104
456	99
457	96
458	67
459	63
460	66
461	68
462	49
463	47
464	48
465	43
466	38
467	32
468	31
469	21
470	24
471	26
472	16
473	17
474	26
475	18
476	14
477	9
478	13
479	7
480	8
481	10
482	10
483	11
484	9
485	4
486	12
487	11
488	9
489	12
490	8
491	8
492	5
493	2
494	1
495	8
496	9
497	8
498	3
499	4
500	6
501	9
502	5
503	6
504	6
505	7
506	6
507	5
508	2
509	5
510	4
511	9
512	8
513	6
514	6
515	5
516	3
517	6
518	7
519	3
520	5
521	8
522	9
523	9
524	5
525	2
526	5
527	9
528	5
529	5
530	6
531	5
532	8
533	9
534	2
535	10
536	2
537	2
538	5
539	5
540	2
541	6
542	6
543	4
544	9
545	6
546	5
547	4
548	3
549	6
550	5
551	5
552	10
553	3
554	2
555	3
556	8
557	4
558	9
559	5
560	6
561	5
562	7
563	5
564	7
565	4
566	1
567	2
568	7
569	4
570	7
571	8
572	8
573	5
574	3
575	6
576	1
577	5
578	6
579	5
580	8
581	4
582	4
583	3
584	3
585	6
586	2
587	12
588	4
589	5
590	4
591	4
592	3
593	6
594	4
595	7
596	7
597	5
598	1
599	2
600	5
601	6
602	3
603	3
604	2
605	5
606	4
607	4
608	3
609	10
610	6
611	6
612	3
613	7
614	4
615	4
616	2
617	2
618	4
619	5
620	3
621	3
622	2
623	2
624	3
625	5
626	3
627	6
628	2
629	4
630	8
631	5
632	5
633	3
634	2
635	3
636	8
637	3
638	6
639	4
640	5
641	4
642	5
643	5
644	3
645	2
646	6
647	4
648	3
649	1
650	3
651	1
652	4
653	9
654	2
655	1
656	5
657	4
658	4
659	3
660	1
661	2
662	2
663	2
664	1
665	7
666	4
667	3
668	3
669	2
670	5
671	3
672	2
673	3
674	6
675	4
676	6
677	4
678	1
679	5
680	4
681	5
682	2
683	7
684	0
685	2
686	2
687	2
688	4
689	6
690	3
691	1
692	3
693	4
694	0
695	4
696	3
697	2
698	1
699	2
700	3
701	5
702	1
703	2
704	8
705	1
706	4
707	5
708	4
709	1
710	3
711	1
712	3
713	1
714	2
715	3
716	3
717	3
718	3
719	7
720	5
721	3
722	0
723	3
724	2
725	3
726	4
727	2
728	7
729	2
730	1
731	3
732	4
733	1
734	1
735	4
736	4
737	7
738	1
739	7
740	1
741	5
742	7
743	2
744	1
745	5
746	5
747	2
748	2
749	4
750	1
751	3
752	2
753	3
754	1
755	1
756	1
757	4
758	4
759	0
760	1
761	5
762	3
763	2
764	1
765	3
766	2
767	0
768	6
769	2
770	1
771	3
772	6
773	2
774	1
775	4
776	2
777	2
778	6
779	2
780	2
781	4
782	5
783	1
784	3
785	4
786	0
787	3
788	2
789	2
790	5
791	3
792	2
793	2
794	1
795	2
796	1
797	1
798	1
799	2
800	2
801	6
802	4
803	2
804	2
805	0
806	1
807	4
808	4
809	0
810	2
811	1
812	1
813	1
814	0
815	1
816	4
817	6
818	2
819	3
820	2
821	5
822	4
823	1
824	2
825	6
826	6
827	0
828	0
829	4
830	6
831	3
832	4
833	3
834	0
835	5
836	4
837	2
838	0
839	2
840	2
841	3
842	2
843	2
844	3
845	3
846	3
847	2
848	4
849	1
850	4
851	1
852	3
853	2
854	3
855	0
856	4
857	2
858	2
859	1
860	5
861	4
862	2
863	1
864	3
865	2
866	3
867	3
868	2
869	3
870	3
871	3
872	3
873	1
874	2
875	2
876	1
877	3
878	2
879	4
880	3
881	0
882	1
883	3
884	3
885	2
886	3
887	2
888	1
889	2
890	2
891	1
892	3
893	2
894	2
895	1
896	2
897	4
898	6
899	2
900	5
901	1
902	2
903	4
904	0
905	2
906	1
907	2
908	0
909	2
910	3
911	1
912	3
913	2
914	1
915	2
916	2
917	3
918	3
919	1
920	1
921	1
922	1
923	2
924	2
925	2
926	2
927	3
928	0
929	2
930	1
931	2
932	2
933	1
934	0
935	1
936	2
937	1
938	2
939	0
940	1
941	2
942	2
943	3
944	3
945	1
946	2
947	3
948	1
949	1
950	1
951	2
952	1
953	4
954	1
955	1
956	3
957	4
958	1
959	1
960	3
961	0
962	1
963	2
964	0
965	2
966	2
967	0
968	1
969	1
970	1
971	1
972	1
973	1
974	3
975	2
976	2
977	2
978	2
979	2
980	1
981	0
982	1
983	0
984	1
985	2
986	2
987	0
988	2
989	2
990	1
991	1
992	2
993	0
994	3
995	0
996	0
997	1
998	2
999	1
1000	0
1001	0
1002	0
1003	2
1004	0
1005	2
1006	1
1007	1
1008	1
1009	1
1010	2
1011	5
1012	1
1013	0
1014	0
1015	3
1016	0
1017	2
1018	1
1019	0
1020	1
1021	1
1022	1
1023	1
